"No.","Time","Source","Destination","Protocol","Length","Info"
"5605","49.559204","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2007776 Ack=2002178 Win=131328 Len=1460"
"5606","49.559204","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2009236 Ack=2002178 Win=131328 Len=1460"
"5607","49.559204","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2010696 Ack=2002178 Win=131328 Len=176"
"5608","49.562172","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2002178 Ack=2010872 Win=65536 Len=0"
"5609","49.569460","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2002178 Ack=2010872 Win=65536 Len=1460"
"5610","49.570199","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2003638 Ack=2010872 Win=65536 Len=1460"
"5611","49.570199","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2005098 Ack=2010872 Win=65536 Len=162"
"5612","49.570309","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2010872 Ack=2005260 Win=131328 Len=0"
"5613","49.572886","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2010872 Ack=2005260 Win=131328 Len=1460"
"5614","49.572886","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2012332 Ack=2005260 Win=131328 Len=1460"
"5615","49.572886","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2013792 Ack=2005260 Win=131328 Len=176"
"5617","49.582423","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2005260 Ack=2013968 Win=65536 Len=0"
"5618","49.587525","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2005260 Ack=2013968 Win=65536 Len=1460"
"5619","49.587525","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2006720 Ack=2013968 Win=65536 Len=1460"
"5620","49.587525","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2008180 Ack=2013968 Win=65536 Len=162"
"5621","49.587625","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2013968 Ack=2008342 Win=131328 Len=0"
"5622","49.591301","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2013968 Ack=2008342 Win=131328 Len=1460"
"5623","49.591301","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2015428 Ack=2008342 Win=131328 Len=1460"
"5624","49.591301","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2016888 Ack=2008342 Win=131328 Len=176"
"5625","49.594521","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2008342 Ack=2017064 Win=65536 Len=0"
"5627","49.604430","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2008342 Ack=2017064 Win=65536 Len=1460"
"5628","49.605157","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2009802 Ack=2017064 Win=65536 Len=1460"
"5629","49.605157","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2011262 Ack=2017064 Win=65536 Len=162"
"5630","49.605243","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2017064 Ack=2011424 Win=131328 Len=0"
"5631","49.608940","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2017064 Ack=2011424 Win=131328 Len=1460"
"5632","49.608940","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2018524 Ack=2011424 Win=131328 Len=1460"
"5633","49.608940","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2019984 Ack=2011424 Win=131328 Len=176"
"5634","49.613089","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2011424 Ack=2020160 Win=65536 Len=0"
"5635","49.620978","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2011424 Ack=2020160 Win=65536 Len=1460"
"5636","49.620978","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2012884 Ack=2020160 Win=65536 Len=1460"
"5637","49.620978","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2014344 Ack=2020160 Win=65536 Len=162"
"5638","49.621072","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2020160 Ack=2014506 Win=131328 Len=0"
"5639","49.624329","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2020160 Ack=2014506 Win=131328 Len=1460"
"5640","49.624329","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2021620 Ack=2014506 Win=131328 Len=1460"
"5641","49.624329","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2023080 Ack=2014506 Win=131328 Len=176"
"5642","49.626691","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2014506 Ack=2023256 Win=65536 Len=0"
"5643","49.645074","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2014506 Ack=2023256 Win=65536 Len=1460"
"5644","49.646123","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2015966 Ack=2023256 Win=65536 Len=1460"
"5645","49.646123","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2017426 Ack=2023256 Win=65536 Len=162"
"5646","49.646244","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2023256 Ack=2017588 Win=131328 Len=0"
"5647","49.648664","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2023256 Ack=2017588 Win=131328 Len=1460"
"5648","49.648664","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2024716 Ack=2017588 Win=131328 Len=1460"
"5649","49.648664","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2026176 Ack=2017588 Win=131328 Len=176"
"5650","49.651599","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2017588 Ack=2026352 Win=65536 Len=0"
"5651","49.709559","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2017588 Ack=2026352 Win=65536 Len=1460"
"5652","49.709559","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2019048 Ack=2026352 Win=65536 Len=1460"
"5653","49.709559","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2020508 Ack=2026352 Win=65536 Len=162"
"5654","49.709680","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2026352 Ack=2020670 Win=131328 Len=0"
"5655","49.712077","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2026352 Ack=2020670 Win=131328 Len=1460"
"5656","49.712077","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2027812 Ack=2020670 Win=131328 Len=1460"
"5657","49.712077","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2029272 Ack=2020670 Win=131328 Len=176"
"5658","49.733974","192.168.43.159","192.168.43.165","TCP","1514","[TCP Retransmission] 56914  >  5001 [PSH, ACK] Seq=2027988 Ack=2020670 Win=131328 Len=1460"
"5659","49.756665","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2020670 Ack=2029448 Win=65536 Len=0"
"5660","49.796178","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2020670 Ack=2029448 Win=65536 Len=1460"
"5661","49.796178","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2022130 Ack=2029448 Win=65536 Len=1460"
"5662","49.796178","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2023590 Ack=2029448 Win=65536 Len=162"
"5663","49.796178","192.168.43.165","192.168.43.159","TCP","66","[TCP Dup ACK 5659#1] 5001  >  56914 [ACK] Seq=2023752 Ack=2029448 Win=65536 Len=0 SLE=2027988 SRE=2029448"
"5664","49.796280","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2029448 Ack=2023752 Win=131328 Len=0"
"5665","49.798841","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2029448 Ack=2023752 Win=131328 Len=1460"
"5666","49.798841","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2030908 Ack=2023752 Win=131328 Len=1460"
"5667","49.798841","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2032368 Ack=2023752 Win=131328 Len=176"
"5668","49.827181","192.168.43.159","192.168.43.165","TCP","1514","[TCP Retransmission] 56914  >  5001 [PSH, ACK] Seq=2031084 Ack=2023752 Win=131328 Len=1460"
"5669","49.831087","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2023752 Ack=2032544 Win=65536 Len=0"
"5670","49.837673","192.168.43.165","192.168.43.159","TCP","66","[TCP Dup ACK 5669#1] 5001  >  56914 [ACK] Seq=2023752 Ack=2032544 Win=65536 Len=0 SLE=2031084 SRE=2032544"
"5671","49.850030","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2023752 Ack=2032544 Win=65536 Len=1460"
"5672","49.850030","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2025212 Ack=2032544 Win=65536 Len=1460"
"5673","49.850030","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2026672 Ack=2032544 Win=65536 Len=162"
"5674","49.850146","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2032544 Ack=2026834 Win=131328 Len=0"
"5675","49.852850","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2032544 Ack=2026834 Win=131328 Len=1460"
"5676","49.852850","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2034004 Ack=2026834 Win=131328 Len=1460"
"5677","49.852850","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2035464 Ack=2026834 Win=131328 Len=176"
"5678","49.874196","192.168.43.159","192.168.43.165","TCP","1514","[TCP Retransmission] 56914  >  5001 [PSH, ACK] Seq=2034180 Ack=2026834 Win=131328 Len=1460"
"5681","49.876228","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2026834 Ack=2035640 Win=65536 Len=0"
"5683","49.882561","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2026834 Ack=2035640 Win=65536 Len=1460"
"5684","49.882561","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2028294 Ack=2035640 Win=65536 Len=1460"
"5685","49.882561","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2029754 Ack=2035640 Win=65536 Len=162"
"5686","49.882686","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2035640 Ack=2029916 Win=131328 Len=0"
"5687","49.885560","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2035640 Ack=2029916 Win=131328 Len=1460"
"5688","49.885560","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2037100 Ack=2029916 Win=131328 Len=1460"
"5689","49.885560","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2038560 Ack=2029916 Win=131328 Len=176"
"5690","49.891293","192.168.43.165","192.168.43.159","TCP","66","[TCP Dup ACK 5681#1] 5001  >  56914 [ACK] Seq=2029916 Ack=2035640 Win=65536 Len=0 SLE=2034180 SRE=2035640"
"5691","49.892979","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2029916 Ack=2038736 Win=65536 Len=0"
"5692","49.900237","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2029916 Ack=2038736 Win=65536 Len=1460"
"5693","49.900237","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2031376 Ack=2038736 Win=65536 Len=1460"
"5694","49.900237","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2032836 Ack=2038736 Win=65536 Len=162"
"5695","49.900331","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2038736 Ack=2032998 Win=131328 Len=0"
"5696","49.902757","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2038736 Ack=2032998 Win=131328 Len=1460"
"5697","49.902757","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2040196 Ack=2032998 Win=131328 Len=1460"
"5698","49.902757","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2041656 Ack=2032998 Win=131328 Len=176"
"5699","49.913668","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2032998 Ack=2041832 Win=65536 Len=0"
"5700","49.926195","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2032998 Ack=2041832 Win=65536 Len=1460"
"5701","49.927585","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2034458 Ack=2041832 Win=65536 Len=1460"
"5702","49.927585","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2035918 Ack=2041832 Win=65536 Len=162"
"5703","49.927671","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2041832 Ack=2036080 Win=131328 Len=0"
"5704","49.930145","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2041832 Ack=2036080 Win=131328 Len=1460"
"5705","49.930145","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2043292 Ack=2036080 Win=131328 Len=1460"
"5706","49.930145","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2044752 Ack=2036080 Win=131328 Len=176"
"5707","49.934457","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2036080 Ack=2044752 Win=65536 Len=0"
"5709","49.944465","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2036080 Ack=2044928 Win=65280 Len=1460"
"5710","49.947665","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2037540 Ack=2044928 Win=65280 Len=1460"
"5711","49.947665","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2039000 Ack=2044928 Win=65280 Len=162"
"5712","49.947751","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2044928 Ack=2039162 Win=131328 Len=0"
"5713","49.950169","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2044928 Ack=2039162 Win=131328 Len=1460"
"5714","49.950169","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2046388 Ack=2039162 Win=131328 Len=1460"
"5715","49.950169","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2047848 Ack=2039162 Win=131328 Len=176"
"5718","49.957601","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2039162 Ack=2048024 Win=65536 Len=0"
"5722","49.981936","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2039162 Ack=2048024 Win=65536 Len=1460"
"5723","49.981936","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2040622 Ack=2048024 Win=65536 Len=1460"
"5724","49.981936","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2042082 Ack=2048024 Win=65536 Len=162"
"5725","49.982035","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2048024 Ack=2042244 Win=131328 Len=0"
"5726","49.984524","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2048024 Ack=2042244 Win=131328 Len=1460"
"5727","49.984524","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2049484 Ack=2042244 Win=131328 Len=1460"
"5728","49.984524","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2050944 Ack=2042244 Win=131328 Len=176"
"5729","49.991623","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2042244 Ack=2051120 Win=65536 Len=0"
"5730","50.006072","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2042244 Ack=2051120 Win=65536 Len=1460"
"5731","50.007386","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2043704 Ack=2051120 Win=65536 Len=1460"
"5732","50.007386","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2045164 Ack=2051120 Win=65536 Len=162"
"5733","50.007462","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2051120 Ack=2045326 Win=131328 Len=0"
"5734","50.010435","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2051120 Ack=2045326 Win=131328 Len=1460"
"5735","50.010435","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2052580 Ack=2045326 Win=131328 Len=1460"
"5736","50.010435","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2054040 Ack=2045326 Win=131328 Len=176"
"5740","50.014075","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2045326 Ack=2054040 Win=65536 Len=0"
"5741","50.037384","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2045326 Ack=2054216 Win=65280 Len=1460"
"5742","50.037656","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2046786 Ack=2054216 Win=65280 Len=1460"
"5743","50.037656","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2048246 Ack=2054216 Win=65280 Len=162"
"5744","50.037756","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2054216 Ack=2048408 Win=131328 Len=0"
"5745","50.040420","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2054216 Ack=2048408 Win=131328 Len=1460"
"5746","50.040420","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2055676 Ack=2048408 Win=131328 Len=1460"
"5747","50.040420","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2057136 Ack=2048408 Win=131328 Len=176"
"5748","50.044462","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2048408 Ack=2057136 Win=65536 Len=0"
"5749","50.057884","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2048408 Ack=2057312 Win=65280 Len=1460"
"5750","50.057884","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2049868 Ack=2057312 Win=65280 Len=1460"
"5751","50.057884","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2051328 Ack=2057312 Win=65280 Len=162"
"5752","50.057973","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2057312 Ack=2051490 Win=131328 Len=0"
"5753","50.060378","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2057312 Ack=2051490 Win=131328 Len=1460"
"5754","50.060378","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2058772 Ack=2051490 Win=131328 Len=1460"
"5755","50.060378","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2060232 Ack=2051490 Win=131328 Len=176"
"5756","50.067033","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2051490 Ack=2060232 Win=65536 Len=0"
"5757","50.071067","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2051490 Ack=2060408 Win=65280 Len=1460"
"5758","50.071067","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2052950 Ack=2060408 Win=65280 Len=1460"
"5759","50.071067","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2054410 Ack=2060408 Win=65280 Len=162"
"5760","50.071167","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2060408 Ack=2054572 Win=131328 Len=0"
"5761","50.074332","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2060408 Ack=2054572 Win=131328 Len=1460"
"5762","50.074332","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2061868 Ack=2054572 Win=131328 Len=1460"
"5763","50.074332","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2063328 Ack=2054572 Win=131328 Len=176"
"5764","50.078694","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2054572 Ack=2063504 Win=65536 Len=0"
"5765","50.098377","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2054572 Ack=2063504 Win=65536 Len=1460"
"5766","50.098377","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2056032 Ack=2063504 Win=65536 Len=1460"
"5767","50.098377","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2057492 Ack=2063504 Win=65536 Len=162"
"5768","50.098471","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2063504 Ack=2057654 Win=131328 Len=0"
"5769","50.100857","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2063504 Ack=2057654 Win=131328 Len=1460"
"5770","50.100857","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=2064964 Ack=2057654 Win=131328 Len=1460"
"5771","50.100857","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=2066424 Ack=2057654 Win=131328 Len=176"
"5772","50.105518","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=2057654 Ack=2066600 Win=65536 Len=0"
"5773","50.124571","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2057654 Ack=2066600 Win=65536 Len=1460"
"5774","50.124571","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=2059114 Ack=2066600 Win=65536 Len=1460"
"5775","50.124571","192.168.43.165","192.168.43.159","TCP","216","5001  >  56914 [PSH, ACK] Seq=2060574 Ack=2066600 Win=65536 Len=162"
"5776","50.124659","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=2066600 Ack=2060736 Win=131328 Len=0"
